reading,voltage,LED_temp,photo_temp,mode,concentration
0.0,0.0611954,25.11966,24.14151,none,100
2.5e-06,0.0611954,25.11966,24.14151,none,100
5e-06,0.06802299,25.11966,24.14151,none,100
7.5e-06,0.06802299,25.11966,24.14151,none,100
1e-05,0.06802299,25.11966,24.14151,none,100
1.25e-05,0.04513793,25.11966,24.14151,none,100
1.5e-05,0.07244828,25.11966,24.14151,none,100
1.75e-05,0.07244828,25.11966,24.14151,none,100
2e-05,0.07244828,25.11966,24.14151,none,100
2.25e-05,0.04627586,25.11966,24.14151,none,100
2.5e-05,0.04627586,25.11966,24.14151,none,100
2.75e-05,0.06827586,25.11966,24.14151,none,100
3e-05,0.06827586,25.11966,24.14151,none,100
3.25e-05,0.05070115,25.11966,24.14151,none,100
3.5e-05,0.05070115,25.11966,24.14151,none,100
3.75e-05,0.05891953,25.11966,24.14151,none,100
4e-05,0.05891953,25.11966,24.14151,none,100
4.25e-05,0.05714943,25.11966,24.14151,none,100
4.5e-05,0.05386207,25.11966,24.14151,none,100
4.75e-05,0.05386207,25.11966,24.14151,none,100
5e-05,0.1954713,24.97998,24.14151,1550,100
5.25e-05,0.1954713,24.97998,24.14151,1550,100
5.5e-05,0.1954713,24.97998,24.14151,1550,100
5.75e-05,0.2011609,24.97998,24.14151,1550,100
6e-05,0.2011609,24.97998,24.14151,1550,100
6.25e-05,0.2011609,24.97998,24.14151,1550,100
6.5e-05,0.2471839,24.97998,24.14151,1550,100
6.75e-05,0.2471839,24.97998,24.14151,1550,100
7e-05,0.2471839,24.97998,24.14151,1550,100
7.25e-05,0.4107931,24.97998,24.14151,1550,100
7.5e-05,0.4107931,24.97998,24.14151,1550,100
7.75e-05,0.4107931,24.97998,24.14151,1550,100
8e-05,0.2361839,24.97998,24.14151,1550,100
8.25e-05,0.2361839,24.97998,24.14151,1550,100
8.5e-05,0.2361839,24.97998,24.14151,1550,100
8.75e-05,0.2236666,24.97998,24.14151,1550,100
9e-05,0.2236666,24.97998,24.14151,1550,100
9.25e-05,0.3656552,24.97998,24.14151,1550,100
9.500001e-05,0.3656552,24.97998,24.14151,1550,100
9.75e-05,0.3656552,24.97998,24.14151,1550,100
0.0001,0.1787816,24.97998,24.14151,1550,100
0.0001025,0.1787816,24.97998,24.14151,1550,100
0.000105,0.1787816,24.97998,24.14151,1550,100
0.0001075,0.3444138,24.97998,24.14151,1550,100
0.00011,0.3444138,24.97998,24.14151,1550,100
0.0001125,0.3444138,24.97998,24.14151,1550,100
0.000115,0.380954,24.97998,24.14151,1550,100
0.0001175,0.380954,24.97998,24.14151,1550,100
0.00012,0.380954,24.97998,24.14151,1550,100
0.0001225,0.1835862,24.97998,24.14151,1550,100
0.000125,0.1835862,24.97998,24.14151,1550,100
0.0001275,0.1835862,24.97998,24.14151,1550,100
0.00013,0.2986437,24.97998,24.14151,1550,100
0.0001325,0.2986437,24.97998,24.14151,1550,100
0.000135,0.2986437,24.97998,24.14151,1550,100
0.0001375,0.4006782,24.97998,24.14151,1550,100
0.00014,0.4006782,24.97998,24.14151,1550,100
0.0001425,0.4006782,24.97998,24.14151,1550,100
0.000145,0.1907931,24.97998,24.14151,1550,100
0.0001475,0.1907931,24.97998,24.14151,1550,100
0.00015,0.1907931,24.97998,24.14151,1550,100
0.0001525,0.2688046,24.97998,24.14151,1550,100
0.000155,0.2688046,24.97998,24.14151,1550,100
0.0001575,0.2688046,24.97998,24.14151,1550,100
0.00016,0.4059885,24.97998,24.14151,1550,100
0.0001625,0.4059885,24.97998,24.14151,1550,100
0.000165,0.4059885,24.97998,24.14151,1550,100
0.0001675,0.2155747,24.97998,24.14151,1550,100
0.00017,0.2155747,24.97998,24.14151,1550,100
0.0001725,0.3947356,24.97998,24.14151,1550,100
0.000175,0.6481149,25.25934,24.14151,1200,100
0.0001775,0.6481149,25.25934,24.14151,1200,100
0.00018,0.6481149,25.25934,24.14151,1200,100
0.0001825,0.5305287,25.25934,24.14151,1200,100
0.000185,0.5305287,25.25934,24.14151,1200,100
0.0001875,0.5305287,25.25934,24.14151,1200,100
0.00019,0.6364828,25.25934,24.14151,1200,100
0.0001925,0.6364828,25.25934,24.14151,1200,100
0.000195,0.6364828,25.25934,24.14151,1200,100
0.0001975,0.4293793,25.25934,24.14151,1200,100
0.0002,0.4293793,25.25934,24.14151,1200,100
0.0002025,0.4293793,25.25934,24.14151,1200,100
0.000205,0.4995517,25.25934,24.14151,1200,100
0.0002075,0.4995517,25.25934,24.14151,1200,100
0.00021,0.4995517,25.25934,24.14151,1200,100
0.0002125,0.6464713,25.25934,24.14151,1200,100
0.000215,0.6464713,25.25934,24.14151,1200,100
0.0002175,0.6464713,25.25934,24.14151,1200,100
0.00022,0.4545402,25.25934,24.14151,1200,100
0.0002225,0.4545402,25.25934,24.14151,1200,100
0.000225,0.4545402,25.25934,24.14151,1200,100
0.0002275,0.4698391,25.25934,24.14151,1200,100
0.00023,0.4698391,25.25934,24.14151,1200,100
0.0002325,0.4698391,25.25934,24.14151,1200,100
0.000235,0.6482413,25.25934,24.14151,1200,100
0.0002375,0.6482413,25.25934,24.14151,1200,100
0.00024,0.6482413,25.25934,24.14151,1200,100
0.0002425,0.4957586,25.25934,24.14151,1200,100
0.000245,0.4957586,25.25934,24.14151,1200,100
0.0002475,0.4957586,25.25934,24.14151,1200,100
0.00025,0.4450574,25.25934,24.14151,1200,100
0.0002525,0.4450574,25.25934,24.14151,1200,100
0.000255,0.4450574,25.25934,24.14151,1200,100
0.0002575,0.6532989,25.25934,24.14151,1200,100
0.00026,0.6532989,25.25934,24.14151,1200,100
0.0002625,0.6532989,25.25934,24.14151,1200,100
0.000265,0.5292644,25.25934,24.14151,1200,100
0.0002675,0.5292644,25.25934,24.14151,1200,100
0.00027,0.5292644,25.25934,24.14151,1200,100
0.0002725,0.4357011,25.25934,24.14151,1200,100
0.000275,0.4357011,25.25934,24.14151,1200,100
0.0002775,0.4357011,25.25934,24.14151,1200,100
0.00028,0.6414137,25.25934,24.14151,1200,100
0.0002825,0.6414137,25.25934,24.14151,1200,100
0.000285,0.6414137,25.25934,24.14151,1200,100
0.0002875,0.5639081,25.25934,24.14151,1200,100
0.00029,0.5639081,25.25934,24.14151,1200,100
0.0002925,0.5639081,25.25934,24.14151,1200,100
0.000295,0.4202758,25.25934,24.14151,1200,100
0.0002975,0.4202758,25.25934,24.14151,1200,100
0.0003,0.7217011,25.1895,24.14151,both,100
0.0003025,0.7217011,25.1895,24.14151,both,100
0.000305,0.7217011,25.1895,24.14151,both,100
0.0003075,0.8676092,25.1895,24.14151,both,100
0.00031,0.8676092,25.1895,24.14151,both,100
0.0003125,0.7582414,25.1895,24.14151,both,100
0.0003150001,0.7582414,25.1895,24.14151,both,100
0.0003175,0.8668506,25.1895,24.14151,both,100
0.00032,0.8668506,25.1895,24.14151,both,100
0.0003225,0.7533103,25.1895,24.14151,both,100
0.000325,0.8740575,25.1895,24.14151,both,100
0.0003275,0.8740575,25.1895,24.14151,both,100
0.00033,0.8740575,25.1895,24.14151,both,100
0.0003325,0.7137356,25.1895,24.14151,both,100
0.000335,0.7137356,25.1895,24.14151,both,100
0.0003375,0.91477,25.1895,24.14151,both,100
0.00034,0.91477,25.1895,24.14151,both,100
0.0003425,0.7079195,25.1895,24.14151,both,100
0.000345,0.7079195,25.1895,24.14151,both,100
0.0003475,0.9146437,25.1895,24.14151,both,100
0.00035,0.9146437,25.1895,24.14151,both,100
0.0003525,0.7119655,25.1895,24.14151,both,100
0.000355,0.7119655,25.1895,24.14151,both,100
0.0003575,0.911862,25.1895,24.14151,both,100
0.00036,0.911862,25.1895,24.14151,both,100
0.0003625,0.7099425,25.1895,24.14151,both,100
0.000365,0.7099425,25.1895,24.14151,both,100
0.0003675,0.9188161,25.1895,24.14151,both,100
0.00037,0.9188161,25.1895,24.14151,both,100
0.0003725,0.7038735,25.1895,24.14151,both,100
0.000375,0.7038735,25.1895,24.14151,both,100
0.0003775,0.9210919,25.1895,24.14151,both,100
0.00038,0.9210919,25.1895,24.14151,both,100
0.0003825,0.7041264,25.1895,24.14151,both,100
0.000385,0.7041264,25.1895,24.14151,both,100
0.0003875,0.9195747,25.1895,24.14151,both,100
0.00039,0.9195747,25.1895,24.14151,both,100
0.0003925,0.7058966,25.1895,24.14151,both,100
0.000395,0.7058966,25.1895,24.14151,both,100
0.0003975,0.9172989,25.1895,24.14151,both,100
0.0004,0.9172989,25.1895,24.14151,both,100
0.0004025001,0.7033678,25.1895,24.14151,both,100
0.000405,0.7033678,25.1895,24.14151,both,100
0.0004075,0.9236206,25.1895,24.14151,both,100
0.00041,0.9236206,25.1895,24.14151,both,100
0.0004125,0.6971724,25.1895,24.14151,both,100
0.000415,0.6971724,25.1895,24.14151,both,100
0.0004175,0.9245057,25.1895,24.14151,both,100
0.00042,0.9245057,25.1895,24.14151,both,100
0.0004225,0.7022299,25.1895,24.14151,both,100
