reading,voltage,LED_temp,photo_temp,mode,concentration
0.0,0.07497701,24.28131,24.14151,none,40
2.5e-06,0.07497701,24.28131,24.14151,none,40
5e-06,0.05677011,24.28131,24.14151,none,40
7.5e-06,0.05677011,24.28131,24.14151,none,40
1e-05,0.05677011,24.28131,24.14151,none,40
1.25e-05,0.06435632,24.28131,24.14151,none,40
1.5e-05,0.05044827,24.28131,24.14151,none,40
1.75e-05,0.05044827,24.28131,24.14151,none,40
2e-05,0.05044827,24.28131,24.14151,none,40
2.25e-05,0.06789655,24.28131,24.14151,none,40
2.5e-05,0.06789655,24.28131,24.14151,none,40
2.75e-05,0.04703448,24.28131,24.14151,none,40
3e-05,0.04703448,24.28131,24.14151,none,40
3.25e-05,0.07371264,24.28131,24.14151,none,40
3.5e-05,0.07371264,24.28131,24.14151,none,40
3.75e-05,0.04475862,24.28131,24.14151,none,40
4e-05,0.04475862,24.28131,24.14151,none,40
4.25e-05,0.07409195,24.28131,24.14151,none,40
4.5e-05,0.044,24.28131,24.14151,none,40
4.75e-05,0.044,24.28131,24.14151,none,40
5e-05,0.3385977,24.28131,24.14151,1550,40
5.25e-05,0.3385977,24.28131,24.14151,1550,40
5.5e-05,0.3385977,24.28131,24.14151,1550,40
5.75e-05,0.4282413,24.28131,24.14151,1550,40
6e-05,0.4282413,24.28131,24.14151,1550,40
6.25e-05,0.4282413,24.28131,24.14151,1550,40
6.5e-05,0.2273333,24.28131,24.14151,1550,40
6.75e-05,0.2273333,24.28131,24.14151,1550,40
7e-05,0.2273333,24.28131,24.14151,1550,40
7.25e-05,0.2413678,24.28131,24.14151,1550,40
7.5e-05,0.2413678,24.28131,24.14151,1550,40
7.75e-05,0.2413678,24.28131,24.14151,1550,40
8e-05,0.4363333,24.28131,24.14151,1550,40
8.25e-05,0.4363333,24.28131,24.14151,1550,40
8.5e-05,0.4363333,24.28131,24.14151,1550,40
8.75e-05,0.2613448,24.28131,24.14151,1550,40
9e-05,0.2613448,24.28131,24.14151,1550,40
9.25e-05,0.3807012,24.28131,24.14151,1550,40
9.500001e-05,0.3807012,24.28131,24.14151,1550,40
9.75e-05,0.3807012,24.28131,24.14151,1550,40
0.0001,0.3943563,24.28131,24.14151,1550,40
0.0001025,0.3943563,24.28131,24.14151,1550,40
0.000105,0.3943563,24.28131,24.14151,1550,40
0.0001075,0.1863678,24.28131,24.14151,1550,40
0.00011,0.1863678,24.28131,24.14151,1550,40
0.0001125,0.1863678,24.28131,24.14151,1550,40
0.000115,0.3421379,24.28131,24.14151,1550,40
0.0001175,0.3421379,24.28131,24.14151,1550,40
0.00012,0.3421379,24.28131,24.14151,1550,40
0.0001225,0.4083908,24.28131,24.14151,1550,40
0.000125,0.4083908,24.28131,24.14151,1550,40
0.0001275,0.4083908,24.28131,24.14151,1550,40
0.00013,0.1947126,24.28131,24.14151,1550,40
0.0001325,0.1947126,24.28131,24.14151,1550,40
0.000135,0.1947126,24.28131,24.14151,1550,40
0.0001375,0.2961149,24.28131,24.14151,1550,40
0.00014,0.2961149,24.28131,24.14151,1550,40
0.0001425,0.2961149,24.28131,24.14151,1550,40
0.000145,0.4268506,24.28131,24.14151,1550,40
0.0001475,0.4268506,24.28131,24.14151,1550,40
0.00015,0.4268506,24.28131,24.14151,1550,40
0.0001525,0.2019195,24.28131,24.14151,1550,40
0.000155,0.2019195,24.28131,24.14151,1550,40
0.0001575,0.2019195,24.28131,24.14151,1550,40
0.00016,0.2661494,24.28131,24.14151,1550,40
0.0001625,0.2661494,24.28131,24.14151,1550,40
0.000165,0.2661494,24.28131,24.14151,1550,40
0.0001675,0.4278621,24.28131,24.14151,1550,40
0.00017,0.4278621,24.28131,24.14151,1550,40
0.0001725,0.1961034,24.28131,24.14151,1550,40
0.000175,0.528,24.28131,24.14151,1200,40
0.0001775,0.528,24.28131,24.14151,1200,40
0.00018,0.528,24.28131,24.14151,1200,40
0.0001825,0.5124483,24.28131,24.14151,1200,40
0.000185,0.5124483,24.28131,24.14151,1200,40
0.0001875,0.5124483,24.28131,24.14151,1200,40
0.00019,0.5981724,24.28131,24.14151,1200,40
0.0001925,0.5981724,24.28131,24.14151,1200,40
0.000195,0.5981724,24.28131,24.14151,1200,40
0.0001975,0.7450919,24.28131,24.14151,1200,40
0.0002,0.7450919,24.28131,24.14151,1200,40
0.0002025,0.7450919,24.28131,24.14151,1200,40
0.000205,0.5307816,24.28131,24.14151,1200,40
0.0002075,0.5307816,24.28131,24.14151,1200,40
0.00021,0.5307816,24.28131,24.14151,1200,40
0.0002125,0.5698505,24.28131,24.14151,1200,40
0.000215,0.5698505,24.28131,24.14151,1200,40
0.0002175,0.5698505,24.28131,24.14151,1200,40
0.00022,0.7461034,24.28131,24.14151,1200,40
0.0002225,0.7461034,24.28131,24.14151,1200,40
0.000225,0.7461034,24.28131,24.14151,1200,40
0.0002275,0.567069,24.28131,24.14151,1200,40
0.00023,0.567069,24.28131,24.14151,1200,40
0.0002325,0.567069,24.28131,24.14151,1200,40
0.000235,0.5414023,24.28131,24.14151,1200,40
0.0002375,0.5414023,24.28131,24.14151,1200,40
0.00024,0.5414023,24.28131,24.14151,1200,40
0.0002425,0.7512874,24.28131,24.14151,1200,40
0.000245,0.7512874,24.28131,24.14151,1200,40
0.0002475,0.7512874,24.28131,24.14151,1200,40
0.00025,0.6051264,24.28131,24.14151,1200,40
