reading,voltage,LED_temp,photo_temp,mode,concentration
0.0,0.05310345,23.65201,22.60165,none,20
2.5e-06,0.05310345,23.65201,22.60165,none,20
5e-06,0.05310345,23.65201,22.60165,none,20
7.5e-06,0.05310345,23.65201,22.60165,none,20
1e-05,0.05310345,23.65201,22.60165,none,20
1.25e-05,0.05247126,23.65201,22.60165,none,20
1.5e-05,0.05310345,23.65201,22.60165,none,20
1.75e-05,0.05310345,23.65201,22.60165,none,20
2e-05,0.05310345,23.65201,22.60165,none,20
2.25e-05,0.05285057,23.65201,22.60165,none,20
2.5e-05,0.05285057,23.65201,22.60165,none,20
2.75e-05,0.05272413,23.65201,22.60165,none,20
3e-05,0.05272413,23.65201,22.60165,none,20
3.25e-05,0.05310345,23.65201,22.60165,none,20
3.5e-05,0.05310345,23.65201,22.60165,none,20
3.75e-05,0.0525977,23.65201,22.60165,none,20
4e-05,0.0525977,23.65201,22.60165,none,20
4.25e-05,0.05322989,23.65201,22.60165,none,20
4.5e-05,0.05272413,23.65201,22.60165,none,20
4.75e-05,0.05272413,23.65201,22.60165,none,20
5e-05,0.767977,23.44214,22.74185,1550,20
5.25e-05,0.767977,23.44214,22.74185,1550,20
5.5e-05,0.767977,23.44214,22.74185,1550,20
5.75e-05,0.7753103,23.44214,22.74185,1550,20
6e-05,0.7753103,23.44214,22.74185,1550,20
6.25e-05,0.7753103,23.44214,22.74185,1550,20
6.5e-05,0.7682299,23.44214,22.74185,1550,20
6.75e-05,0.7682299,23.44214,22.74185,1550,20
7e-05,0.7682299,23.44214,22.74185,1550,20
7.25e-05,0.7744253,23.44214,22.74185,1550,20
7.5e-05,0.7744253,23.44214,22.74185,1550,20
7.75e-05,0.7744253,23.44214,22.74185,1550,20
8e-05,0.7736666,23.44214,22.74185,1550,20
8.25e-05,0.7736666,23.44214,22.74185,1550,20
8.5e-05,0.7736666,23.44214,22.74185,1550,20
8.75e-05,0.7713908,23.44214,22.74185,1550,20
9e-05,0.7713908,23.44214,22.74185,1550,20
9.25e-05,0.771138,23.44214,22.74185,1550,20
9.500001e-05,0.771138,23.44214,22.74185,1550,20
9.75e-05,0.771138,23.44214,22.74185,1550,20
0.0001,0.7745517,23.44214,22.74185,1550,20
0.0001025,0.7745517,23.44214,22.74185,1550,20
0.000105,0.7745517,23.44214,22.74185,1550,20
0.0001075,0.7655747,23.44214,22.74185,1550,20
0.00011,0.7655747,23.44214,22.74185,1550,20
0.0001125,0.7655747,23.44214,22.74185,1550,20
0.000115,0.7772069,23.44214,22.74185,1550,20
