reading,voltage,LED_temp,photo_temp,mode,concentration
0.0,0.0525977,24.77032,23.02209,none,20
2.5e-06,0.0525977,24.77032,23.02209,none,20
5e-06,0.05297701,24.77032,23.02209,none,20
7.5e-06,0.05297701,24.77032,23.02209,none,20
1e-05,0.05297701,24.77032,23.02209,none,20
1.25e-05,0.0525977,24.77032,23.02209,none,20
1.5e-05,0.05322989,24.77032,23.02209,none,20
1.75e-05,0.05322989,24.77032,23.02209,none,20
2e-05,0.05322989,24.77032,23.02209,none,20
2.25e-05,0.05247126,24.77032,23.02209,none,20
2.5e-05,0.05247126,24.77032,23.02209,none,20
2.75e-05,0.05322989,24.77032,23.02209,none,20
3e-05,0.05322989,24.77032,23.02209,none,20
3.25e-05,0.05272413,24.77032,23.02209,none,20
3.5e-05,0.05272413,24.77032,23.02209,none,20
3.75e-05,0.05285057,24.77032,23.02209,none,20
4e-05,0.05285057,24.77032,23.02209,none,20
4.25e-05,0.05297701,24.77032,23.02209,none,20
4.5e-05,0.05272413,24.77032,23.02209,none,20
4.75e-05,0.05272413,24.77032,23.02209,none,20
5e-05,0.7442069,24.28131,23.02209,1550,20
5.25e-05,0.7442069,24.28131,23.02209,1550,20
5.5e-05,0.7442069,24.28131,23.02209,1550,20
5.75e-05,0.746862,24.28131,23.02209,1550,20
6e-05,0.746862,24.28131,23.02209,1550,20
6.25e-05,0.746862,24.28131,23.02209,1550,20
6.5e-05,0.7511609,24.28131,23.02209,1550,20
6.75e-05,0.7511609,24.28131,23.02209,1550,20
7e-05,0.7511609,24.28131,23.02209,1550,20
7.25e-05,0.7531839,24.28131,23.02209,1550,20
7.5e-05,0.7531839,24.28131,23.02209,1550,20
7.75e-05,0.7531839,24.28131,23.02209,1550,20
8e-05,0.7487586,24.28131,23.02209,1550,20
8.25e-05,0.7487586,24.28131,23.02209,1550,20
8.5e-05,0.7487586,24.28131,23.02209,1550,20
8.75e-05,0.7497701,24.28131,23.02209,1550,20
9e-05,0.7497701,24.28131,23.02209,1550,20
9.25e-05,0.7486322,24.28131,23.02209,1550,20
9.500001e-05,0.7486322,24.28131,23.02209,1550,20
9.75e-05,0.7486322,24.28131,23.02209,1550,20
0.0001,0.7490115,24.28131,23.02209,1550,20
0.0001025,0.7490115,24.28131,23.02209,1550,20
0.000105,0.7490115,24.28131,23.02209,1550,20
0.0001075,0.7498965,24.28131,23.02209,1550,20
0.00011,0.7498965,24.28131,23.02209,1550,20
0.0001125,0.7498965,24.28131,23.02209,1550,20
0.000115,0.7534368,24.28131,23.02209,1550,20
0.0001175,0.7534368,24.28131,23.02209,1550,20
0.00012,0.7534368,24.28131,23.02209,1550,20
0.0001225,0.7444597,24.28131,23.02209,1550,20
0.000125,0.7444597,24.28131,23.02209,1550,20
0.0001275,0.7444597,24.28131,23.02209,1550,20
0.00013,0.7534368,24.28131,23.02209,1550,20
0.0001325,0.7534368,24.28131,23.02209,1550,20
0.000135,0.7534368,24.28131,23.02209,1550,20
0.0001375,0.7496436,24.28131,23.02209,1550,20
0.00014,0.7496436,24.28131,23.02209,1550,20
